# Infection Rate: Transmissible Cases!25!0xcc3333!log10(x),,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Infection Rate: Disease Spread!5!0xe64d4d!linear(x),,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Pop Concentration: Pop Mobility!10!0x57b757!log10(x),,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,
# Pop Concentration: Residential Density!10!0x5ced5c!linear(x),,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,
# Intervention: Social Distancing!10!0x4258c9!linear(x),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
# Intervention: Testing!10!0x6079f7!-log10(x),,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
# Health & Environment: Pop Demographics!10!0x6b0b9e!log10(x),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x
# Health & Environment: Air Pollution!10!0x8e26c4!linear(x),,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,
# Health & Environment: Age Distribution!10!0x9a42c8!log10(x),,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,
# Health & Environment: Co-morbidities!10!0xb460e0!zscore(x),,,,,,,,,,,,,,,,,,,,,,,,,x,x,,x,,,x,,
# Health & Environment: Health Disparities!10!0xc885ec!uniform(x),,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,
# Health & Environment: Hospital Beds!5!0xdeb9f1!-log10(x),,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,
"row","sid","casrn","name","Spread","Sick","PctCases","Cases","CountyCaseRate","StateCaseRate","PctDeaths","Deaths","PctDeaths2","CountyDeathRate","StateDeathRate","StatePctTested","StateTestRate","SVISocioeconomic","SVIMinority","SVIHousing","PctBeds","Mobility","PctNoIns","PctGE65","DaytimePopDensity","PrematureDeath","Smoking","AirPollution","Diabetes","Traffic","DistancingGrade","Obesity","PctBlack","PctNative"
1,"-86.6441,32.5395",1001,"Alabama, Autauga",0.139655579146025,10.6472905163576,0.0762396359777702,4239,1.00868552524706,1.00945760057493,0.011795234725171,50,0.000899264401719394,1.01198288474998,1.00573080788123,0.656682428812053,1.0046704726207,0.3631,0.5947,0.3741,0.00152874948292297,1733.08,7.1,14.6,76,8128.5911903,0.1808155718,11.7,0.111,88.457040416,4,0.333,0.1934317728,0.0048020719
2,"-87.7221,30.7277",1003,"Alabama, Baldwin",0.164002025609491,10.3980332260047,0.0634018585280385,13823,1.01256581368397,1.00945760057493,0.0122260001446864,169,0.000775151131537185,1.01621852649158,1.00573080788123,0.656682428812053,1.0046704726207,0.2232,0.4358,0.3359,0.00152278210455826,1971.57,10.2,19.5,121,7354.1225298,0.174890326,10.3,0.107,86.997429882,5,0.31,0.0878397593,0.0077239912
3,"-85.3871,31.8683",1005,"Alabama, Barbour",0.131179960448253,7.99807081708935,0.0609702182388168,1517,1.01194559922922,1.00945760057493,0.021753460777851,33,0.00132631325107512,1.0044056276055,1.00573080788123,0.656682428812053,1.0046704726207,0.978,0.8558,0.9889,0.00297415698725935,1080.54,11.2,18,27.5,10253.573403,0.2199998453,11.5,0.176,102.29176221,3.3,0.417,0.4803263534,0.0065913749
4,"-87.1251,32.9964",1007,"Alabama, Bibb",0.14940668824164,12.3660714285714,0.0827678571428571,1854,1.01035588578491,1.00945760057493,0.0248112189859763,46,0.00205357142857143,1.01308078292908,1.00573080788123,0.656682428812053,1.0046704726207,0.7694,0.4323,0.7189,0.0015625,1272.47,7.9,16.3,28.9,11977.539484,0.1911419989,11.2,0.145,29.335580011,3.7,0.376,0.2112053571,0.004375
5,"-86.5679,33.9821",1009,"Alabama, Blount",0.122522906456424,9.94121715076072,0.0811376210235131,4693,1.00791580282261,1.00945760057493,0.0134242488813126,63,0.00108921161825726,1.01188315252133,1.00573080788123,0.656682428812053,1.0046704726207,0.6143,0.5915,0.1741,0.000691562932226833,1395.46,11,17.8,71.7,11335.071134,0.1920867197,11.7,0.17,33.411781963,3.7,0.338,0.014626556,0.0065352697
6,"-85.7127,32.1003",1011,"Alabama, Bullock",0.158783783783784,13.9080686525942,0.0875912408759124,888,1.01925902092718,1.00945760057493,0.0247747747747748,22,0.00217005326494378,1.01370885629547,1.00573080788123,0.656682428812053,1.0046704726207,0.9771,0.6749,0.765,0.00601696587098047,991.59,10.8,15.6,15.6,11679.558981,0.2289466401,11.2,0.237,4.0665381995,2,0.372,0.6954034326,0.0083842967
7,"-86.6806,31.753",1013,"Alabama, Butler",0.0906701708278581,7.01219512195122,0.0773373983739837,1522,1.00714569025321,1.00945760057493,0.0295663600525624,45,0.00228658536585366,1,1.00573080788123,0.656682428812053,1.0046704726207,0.8455,0.6447,0.6259,0.00477642276422764,1042.91,10.2,19,25.1,14359.939103,0.2176533496,10.6,0.192,19.311067904,3.7,0.433,0.4455792683,0.0037601626
8,"-85.8263,33.7748",1015,"Alabama, Calhoun",0.117383138564274,9.84450064317404,0.0838663948126045,9584,1.00637523044946,1.00945760057493,0.016381469115192,157,0.00137385475642518,1.00749933728571,1.00573080788123,0.656682428812053,1.0046704726207,0.7866,0.6507,0.6492,0.00483036831558406,1573.18,9.4,16.8,193.1,12078.616145,0.2061256037,11.8,0.175,109.89916308,4.3,0.385,0.2085021483,0.0053991617
9,"-85.3907,32.9136",1017,"Alabama, Chambers",0.11665257819104,8.21062025881303,0.0703852446824334,2366,1.01044609850376,1.00945760057493,0.0266272189349112,63,0.00187416331994645,1.00461933096922,1.00573080788123,0.656682428812053,1.0046704726207,0.6901,0.4597,0.7943,0.00342109177450543,1190.48,10.8,18.9,46.7,11112.536614,0.1939292705,11.4,0.199,20.271586909,3.3,0.401,0.3956567009,0.0030641083
10,"-85.6064,34.1781",1019,"Alabama, Cherokee",0.114765570328901,6.299938537185,0.0548939766441303,1429,1.0062516145284,1.00945760057493,0.0153953813855843,22,0.000845113706207744,1,1.00573080788123,0.656682428812053,1.0046704726207,0.6879,0.2751,0.2741,0.00230485556238476,1292.06,8.3,21.7,37,12349.707594,0.1749867379,11.4,0.152,25.908887044,3.3,0.35,0.0424093423,0.0066072526
