# Infection Rate: Transmissible Cases!25!0xcc3333!log10(x),,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Infection Rate: Disease Spread!5!0xe64d4d!linear(x),,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Pop Concentration: Pop Mobility!10!0x57b757!log10(x),,,,,,,,,,,,,,,,,,,,,,,,x,,,,,x,,,,
# Pop Concentration: Residential Density!10!0x5ced5c!linear(x),,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,
# Intervention: Social Distancing!10!0x4258c9!linear(x),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,
# Intervention: Testing!10!0x6079f7!-log10(x),,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,
# Health & Environment: Pop Demographics!10!0x6b0b9e!log10(x),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x
# Health & Environment: Air Pollution!10!0x8e26c4!linear(x),,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,
# Health & Environment: Age Distribution!10!0x9a42c8!log10(x),,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,
# Health & Environment: Co-morbidities!10!0xb460e0!zscore(x),,,,,,,,,,,,,,,,,,,,,,,,,x,x,,x,,,x,,
# Health & Environment: Health Disparities!10!0xc885ec!uniform(x),,,,,,,,,,,,,,,,,x,,,,,x,,,,,,,,,,,
# Health & Environment: Hospital Beds!5!0xdeb9f1!-log10(x),,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,
"row","sid","casrn","name","Spread","Sick","PctCases","Cases","CountyCaseRate","StateCaseRate","PctDeaths","Deaths","PctDeaths2","CountyDeathRate","StateDeathRate","StatePctTested","StateTestRate","SVISocioeconomic","SVIMinority","SVIHousing","PctBeds","Mobility","PctNoIns","PctGE65","DaytimePopDensity","PrematureDeath","Smoking","AirPollution","Diabetes","Traffic","DistancingGrade","Obesity","PctBlack","PctNative"
1,"-86.6441,32.5395",1001,"Alabama, Autauga",0.0290119131044149,3.72295462311829,0.128325030125357,7135,1.00238519358171,1.00051159622087,0.01541695865452,110,0.00197838168378267,1.00262474414926,1.00119855316221,0.942312511930041,1.00115533591568,0.3631,0.5947,0.3741,0.00152874948292297,1733.08,7.1,14.6,76,8128.5911903,0.1808155718,11.7,0.111,88.457040416,5,0.333,0.1934317728,0.0048020719
2,"-87.7221,30.7277",1003,"Alabama, Baldwin",0.0195896818413375,1.94017117538597,0.0990404638064049,21593,1.00083639470038,1.00051159622087,0.0143565044227296,310,0.00142187485666584,1,1.00119855316221,0.942312511930041,1.00115533591568,0.2232,0.4358,0.3359,0.00152278210455826,1971.57,8.9,19.5,121,7354.1225298,0.174890326,10.3,0.107,86.997429882,5,0.31,0.0878397593,0.0077239912
3,"-85.3871,31.8683",1005,"Alabama, Barbour",0.00729300729300729,0.683252280856879,0.0936859450986697,2331,1.00042973817728,1.00051159622087,0.0248820248820249,58,0.00233109601704112,1.00502563202403,1.00119855316221,0.942312511930041,1.00115533591568,0.978,0.8558,0.9889,0.00297415698725935,1080.54,11.3,18,27.5,10253.573403,0.2199998453,11.5,0.176,102.29176221,4,0.417,0.4803263534,0.0065913749
4,"-87.1251,32.9964",1007,"Alabama, Bibb",0.0187828700225394,2.23214285714286,0.118839285714286,2662,1.00053780851707,1.00051159622087,0.0240420736288505,64,0.00285714285714286,1,1.00119855316221,0.942312511930041,1.00115533591568,0.7694,0.4323,0.7189,0.0015625,1272.47,10.7,16.3,28.9,11977.539484,0.1911419989,11.2,0.145,29.335580011,4.3,0.376,0.2112053571,0.004375
5,"-86.5679,33.9821",1009,"Alabama, Blount",0.0256709451575263,3.04287690179806,0.118533886583679,6856,1.00100418814883,1.00051159622087,0.0202742123687281,139,0.00240318118948824,1,1.00119855316221,0.942312511930041,1.00115533591568,0.6143,0.5915,0.1741,0.000691562932226833,1395.46,10.8,17.8,71.7,11335.071134,0.1920867197,11.7,0.17,33.411781963,5,0.338,0.014626556,0.0065352697
6,"-85.7127,32.1003",1011,"Alabama, Bullock",0.0040551500405515,0.493193923850858,0.121621621621622,1233,1,1.00051159622087,0.0340632603406326,42,0.00414282896034721,1,1.00119855316221,0.942312511930041,1.00115533591568,0.9771,0.6749,0.765,0.00601696587098047,991.59,11.4,15.6,15.6,11679.558981,0.2289466401,11.2,0.237,4.0665381995,3,0.372,0.6954034326,0.0083842967
7,"-86.6806,31.753",1013,"Alabama, Butler",0.0234657039711191,2.64227642276423,0.11260162601626,2216,1.00162212969872,1.00051159622087,0.0315884476534296,70,0.00355691056910569,1.00205764797984,1.00119855316221,0.942312511930041,1.00115533591568,0.8455,0.6447,0.6259,0.00477642276422764,1042.91,8.7,19,25.1,14359.939103,0.2176533496,10.6,0.192,19.311067904,4.3,0.433,0.4455792683,0.0037601626
8,"-85.8263,33.7748",1015,"Alabama, Calhoun",0.00677432598877788,0.866316056599316,0.12788225102164,14614,1.00027401022066,1.00051159622087,0.0221020938825784,323,0.00282646551799575,1.00178175979927,1.00119855316221,0.942312511930041,1.00115533591568,0.7866,0.6507,0.6492,0.00483036831558406,1573.18,9.5,16.8,193.1,12078.616145,0.2061256037,11.8,0.175,109.89916308,5,0.385,0.2085021483,0.0053991617
9,"-85.3907,32.9136",1017,"Alabama, Chambers",0.0216201423097975,2.3501413059646,0.108701472556894,3654,1.00149454649822,1.00051159622087,0.0336617405582923,123,0.0036590807675145,1,1.00119855316221,0.942312511930041,1.00115533591568,0.6901,0.4597,0.7943,0.00342109177450543,1190.48,10.3,18.9,46.7,11112.536614,0.1939292705,11.4,0.199,20.271586909,5,0.401,0.3956567009,0.0030641083
10,"-85.6064,34.1781",1019,"Alabama, Cherokee",0.00376546530392684,0.268899815611555,0.0714121081745544,1859,1.00069353604914,1.00051159622087,0.0242065626681011,45,0.00172864167178857,1,1.00119855316221,0.942312511930041,1.00115533591568,0.6879,0.2751,0.2741,0.00230485556238476,1292.06,8.6,21.7,37,12349.707594,0.1749867379,11.4,0.152,25.908887044,5,0.35,0.0424093423,0.0066072526
11,"-86.7173,32.8504",1021,"Alabama, Chilton",0.0275768535262206,2.76311915385138,0.100197042103594,4424,1.0011353373672,1.00051159622087,0.025994575045208,115,0.00260457953026974,1.00250947342068,1.00119855316221,0.942312511930041,1.00115533591568,0.7685,0.6966,0.3636,0.000588861459017507,1342.57,13,15.8,54.2,10019.3128,0.2018897906,11.2,0.186,28.80120495,5,0.377,0.0996761262,0.0056621294
12,"-88.2656,32.0223",1023,"Alabama, Choctaw",0.00978792822185971,0.46725332917997,0.0477377151312203,613,1.00046696281672,1.00051159622087,0.0407830342577488,25,0.00194688887158321,1.00584875104734,1.00119855316221,0.942312511930041,1.00115533591568,0.9057,0.5896,0.5775,0.00194688887158321,1248.23,10.3,22.1,13.3,12479.822147,0.1879324829,10.1,0.174,17.189832601,3.7,0.413,0.415154583,0.0018690133
13,"-87.8355,31.681",1025,"Alabama, Clarke",0.0022740193291643,0.334448160535117,0.147073578595318,3518,1.00004061408523,1.00051159622087,0.0173393973848778,61,0.00255016722408027,1,1.00119855316221,0.942312511930041,1.00115533591568,0.9436,0.4763,0.7345,0.00355351170568562,1278.77,9.7,19,21.2,11144.037371,0.2057965532,10.4,0.224,66.287632266,4,0.341,0.4432692308,0.0052675585
14,"-85.8584,33.2698",1027,"Alabama, Clay",0.00633713561470215,0.753295668549906,0.118870056497175,1578,1.00036264751621,1.00051159622087,0.0361216730038023,57,0.00429378531073446,1,1.00119855316221,0.942312511930041,1.00115533591568,0.8162,0.4247,0.1579,0.00338983050847458,1075.36,10.3,19.8,20.5,10461.83432,0.1962035415,10.6,0.135,37.230490328,4,0.406,0.1383050847,0.0054237288
15,"-85.5201,33.6768",1029,"Alabama, Cleburne",0.00732356857523302,0.733969440181491,0.100220190832054,1502,1.00038102517836,1.00051159622087,0.0279627163781625,42,0.00280242877160206,1.00344843960223,1.00119855316221,0.942312511930041,1.00115533591568,0.8694,0.3419,0.1,,1322.85,12.3,18.8,21.4,11087.984454,0.1837446577,11,0.125,41.333776458,4,0.373,0.0286915327,0.0049376126
16,"-85.989,31.3993",1031,"Alabama, Coffee",0.0142831637207641,1.54115856595195,0.107900364098711,5601,1.0002297618621,1.00051159622087,0.0214247455811462,120,0.00231173784892793,1.00240390165174,1.00119855316221,0.942312511930041,1.00115533591568,0.5373,0.7256,0.1923,0.00252364715174633,1638.25,9.8,16.3,70.3,8175.3623921,0.1744475759,10.9,0.161,58.321196812,5,0.342,0.1718777091,0.0141016009
17,"-87.8017,34.6985",1033,"Alabama, Colbert",0.00536193029490617,0.620868485446112,0.1157919725357,6341,1.00027064217766,1.00051159622087,0.0216054250118278,137,0.00250173477959169,1.00210308658938,1.00119855316221,0.942312511930041,1.00115533591568,0.6519,0.397,0.1025,0.00662868412402761,1335.96,7.2,19.3,92,10644.992124,0.1865882106,10.7,0.162,80.776854508,5,0.306,0.1599832,0.0066286841
18,"-86.9932,31.434",1035,"Alabama, Conecuh",0.00896860986547085,0.814531237272949,0.0908202329559339,1115,1.00090009292458,1.00051159622087,0.0269058295964126,30,0.00244359371181885,1.00485482547268,1.00119855316221,0.942312511930041,1.00115533591568,0.9529,0.4397,0.213,0.00472428117618311,953.55,12.7,21.6,14.3,10822.452428,0.2110751296,10.3,0.259,34.495784039,3.7,0.43,0.4566262116,0.0051315468
19,"-86.2485,32.9369",1037,"Alabama, Coosa",0.01640838650866,1.67988800746617,0.10237984134391,1097,1.00039128757492,1.00051159622087,0.0264357338195077,29,0.00270648623425105,1.00502563202403,1.00119855316221,0.942312511930041,1.00115533591568,0.693,0.5314,0.2913,,1034.43,8,21.8,12.3,12691.204176,0.2039996562,11,0.208,24.292868849,3,0.403,0.3047130191,0.0059729351
20,"-86.4505,31.2478",1039,"Alabama, Covington",0.0178316690442225,2.02779430054615,0.113718704374628,4206,1.00188217023576,1.00051159622087,0.0282929148834998,119,0.00321743362353323,1.00120627963441,1.00119855316221,0.942312511930041,1.00115533591568,0.8232,0.3941,0.4702,0.00505596712269507,1423.12,11.1,20.5,34.6,11418.122816,0.1924945154,10.5,0.153,42.463348946,5,0.317,0.1244254583,0.0069215379
21,"-86.3159,31.7294",1041,"Alabama, Crenshaw",0.00779727095516569,0.868055555555555,0.111328125,1539,1.00027878458624,1.00051159622087,0.037037037037037,57,0.00412326388888889,1,1.00119855316221,0.942312511930041,1.00115533591568,0.7271,0.6979,0.2353,0.00470196759259259,1335.68,8.7,18.3,20.2,9944.64447,0.1864692956,10.7,0.182,57.646953199,4,0.38,0.2322048611,0.0062934028
22,"-86.8689,34.1302",1043,"Alabama, Cullman",0.01353001017294,1.59392152632967,0.117806380479854,9830,1.000524277511,1.00051159622087,0.0200406917599186,197,0.00236092135854845,1.00219462891967,1.00119855316221,0.942312511930041,1.00115533591568,0.6895,0.3305,0.3945,0.00173773399487069,1356.57,11.1,18,106.9,10182.18218,0.1790107122,11.6,0.193,51.370290123,5,0.369,0.0120562786,0.0064595767
